-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
    autograd::engine::evaluate_function: AddmmBackward0         0.27%       1.252ms         8.42%      38.500ms     356.485us       0.000us         0.00%       9.021ms      83.530us           0 b           0 b     197.05 Mb    -224.00 Mb           108  
                                         AddmmBackward0         0.14%     641.172us         6.12%      27.954ms     258.836us       0.000us         0.00%       6.259ms      57.950us           0 b           0 b     420.63 Mb           0 b           108  
        autograd::engine::evaluate_function: TBackward0         0.07%     306.257us         0.18%     832.058us       6.303us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           132  
                                             TBackward0         0.03%     147.389us         0.12%     525.801us       3.983us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           132  
                                     record_param_comms         0.00%       3.537us         0.00%       3.537us       0.221us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            16  
                                        xccl:all_reduce         0.00%       0.000us             0       5.739ms     358.707us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            16  
     autograd::engine::evaluate_function: ReluBackward0         0.02%      91.205us         0.31%       1.412ms      58.830us       0.000us         0.00%     141.120us       5.880us           0 b           0 b     -63.50 Mb    -126.50 Mb            24  
                                          ReluBackward0         0.02%      74.254us         0.29%       1.321ms      55.030us       0.000us         0.00%     141.120us       5.880us           0 b           0 b      63.00 Mb           0 b            24  
autograd::engine::evaluate_function: TransposeBackwa...         0.15%     696.654us         0.80%       3.644ms      14.016us       0.000us         0.00%     176.960us       0.681us           0 b           0 b     -31.38 Mb     -31.50 Mb           260  
                                     TransposeBackward0         0.05%     238.890us         0.18%     843.578us       3.245us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           260  
    autograd::engine::evaluate_function: CloneBackward0         0.04%     162.216us         0.04%     187.664us       2.289us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            82  
                                         CloneBackward0         0.01%      25.448us         0.01%      25.448us       0.310us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            82  
autograd::engine::evaluate_function: PermuteBackward...         0.02%      74.628us         0.06%     272.532us       7.570us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            36  
                                       PermuteBackward0         0.01%      55.261us         0.04%     197.904us       5.497us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            36  
autograd::engine::evaluate_function: UnsafeViewBackw...         0.04%     203.411us         0.12%     568.895us       5.926us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            96  
                                    UnsafeViewBackward0         0.02%      94.313us         0.08%     365.484us       3.807us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            96  
      autograd::engine::evaluate_function: BmmBackward0         0.11%     489.302us         3.54%      16.201ms     225.015us       0.000us         0.00%       1.066ms      14.804us           0 b           0 b     -63.69 Mb    -138.37 Mb            72  
                                           BmmBackward0         0.07%     339.860us         3.44%      15.712ms     218.219us       0.000us         0.00%       1.066ms      14.804us           0 b           0 b      74.68 Mb           0 b            72  
autograd::engine::evaluate_function: ExpandBackward0...         0.06%     254.490us         0.07%     309.965us       2.153us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           144  
                                        ExpandBackward0         0.01%      55.475us         0.01%      55.475us       0.385us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           144  
autograd::engine::evaluate_function: SoftmaxBackward...         0.03%     140.289us         0.83%       3.795ms     105.416us       0.000us         0.00%     165.280us       4.591us           0 b           0 b      -4.93 Mb      -9.87 Mb            36  
                                       SoftmaxBackward0         0.02%     110.011us         0.80%       3.655ms     101.519us       0.000us         0.00%     165.280us       4.591us           0 b           0 b       4.93 Mb           0 b            36  
autograd::engine::evaluate_function: ReshapeAliasBac...         0.03%     133.696us         0.07%     300.973us       6.270us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            48  
                                  ReshapeAliasBackward0         0.02%      78.422us         0.04%     167.277us       3.485us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            48  
      autograd::engine::evaluate_function: MulBackward1         0.04%     187.964us         0.87%       3.981ms      55.290us       0.000us         0.00%     201.440us       2.798us           0 b           0 b       4.50 Mb     -53.25 Mb            72  
                                           MulBackward1         0.02%      97.040us         0.83%       3.793ms      52.680us       0.000us         0.00%     201.440us       2.798us           0 b          -8 b      57.75 Mb           0 b            72  
autograd::engine::evaluate_function: SelectBackward0...         0.11%     482.083us         2.72%      12.434ms     129.519us       0.000us         0.00%     810.880us       8.447us           0 b           0 b      -8.38 Mb    -155.38 Mb            96  
                                        SelectBackward0         0.03%     129.251us         2.01%       9.194ms      95.773us       0.000us         0.00%     574.240us       5.982us           0 b           0 b     147.00 Mb           0 b            96  
                                  aten::select_backward         0.08%     353.820us         1.98%       9.065ms      94.427us       0.000us         0.00%     574.240us       5.982us           0 b           0 b     147.00 Mb           0 b            96  
                                            aten::zeros         0.04%     199.321us         0.99%       4.510ms      46.982us       0.000us         0.00%     247.360us       2.577us           0 b           0 b     147.00 Mb           0 b            96  
                                            aten::zero_         0.03%     123.683us         0.92%       4.184ms      43.580us       0.000us         0.00%     247.360us       2.577us           0 b           0 b           0 b           0 b            96  
autograd::engine::evaluate_function: SqueezeBackward...         0.02%      75.574us         0.06%     274.949us       7.637us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            36  
                                       SqueezeBackward1         0.01%      61.810us         0.04%     199.375us       5.538us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            36  
autograd::engine::evaluate_function: UnsqueezeBackwa...         0.02%      68.997us         0.05%     229.243us       6.368us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            36  
                                     UnsqueezeBackward0         0.01%      46.241us         0.04%     160.246us       4.451us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            36  
       autograd::engine::evaluate_function: MmBackward0         0.03%     128.961us         1.64%       7.502ms     312.603us       0.000us         0.00%       1.881ms      78.393us           0 b           0 b      -5.00 Mb     -94.00 Mb            24  
                                            MmBackward0         0.03%     131.243us         1.61%       7.374ms     307.229us       0.000us         0.00%       1.881ms      78.393us           0 b           0 b      89.00 Mb           0 b            24  
autograd::engine::evaluate_function: SplitWithSizesB...         0.02%     104.212us         0.73%       3.323ms     138.470us       0.000us         0.00%     191.840us       7.993us           0 b           0 b      -4.00 Mb     -41.57 Mb            24  
                                SplitWithSizesBackward0         0.01%      57.783us         0.70%       3.219ms     134.128us       0.000us         0.00%     191.840us       7.993us           0 b           0 b      37.57 Mb           0 b            24  
     torch.distributed.ddp.reducer::copy_bucket_to_grad         0.07%     327.916us         2.95%      13.479ms      36.629us       0.000us         0.00%       1.336ms       3.632us           0 b           0 b           0 b           0 b           368  
                                             aten::item         0.05%     207.766us         0.06%     254.456us       0.691us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           368  
                              aten::_local_scalar_dense         0.01%      46.690us         0.01%      46.690us       0.127us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           368  
                            torch_ipex::adam_fused_step         0.11%     525.487us         3.94%      17.989ms      48.883us       0.000us         0.00%       2.799ms       7.605us           0 b           0 b           0 b           0 b           368  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 457.051ms
Self XPU time total: 32.097ms
