-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         AddmmBackward0         0.14%     652.071us         6.29%      28.829ms     266.931us       0.000us         0.00%       6.276ms      58.108us           0 b           0 b     420.63 Mb           0 b           108  
        autograd::engine::evaluate_function: TBackward0         0.06%     295.439us         0.19%     872.656us       6.611us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           132  
                                             TBackward0         0.04%     175.918us         0.13%     577.217us       4.373us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           132  
                                     record_param_comms         0.00%       3.443us         0.00%       3.443us       0.215us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            16  
                                        xccl:all_reduce         0.00%       0.000us             0       5.432ms     339.476us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            16  
     autograd::engine::evaluate_function: ReluBackward0         0.02%      86.903us         0.31%       1.412ms      58.824us       0.000us         0.00%     147.040us       6.127us           0 b           0 b     -63.50 Mb    -126.50 Mb            24  
                                          ReluBackward0         0.02%      77.729us         0.29%       1.325ms      55.203us       0.000us         0.00%     147.040us       6.127us           0 b           0 b      63.00 Mb           0 b            24  
autograd::engine::evaluate_function: TransposeBackwa...         0.15%     691.491us         0.79%       3.638ms      13.994us       0.000us         0.00%     182.880us       0.703us           0 b           0 b     -30.44 Mb     -30.56 Mb           260  
                                     TransposeBackward0         0.05%     229.362us         0.18%     846.967us       3.258us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           260  
    autograd::engine::evaluate_function: CloneBackward0         0.03%     156.401us         0.04%     181.474us       2.213us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            82  
                                         CloneBackward0         0.01%      25.073us         0.01%      25.073us       0.306us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            82  
autograd::engine::evaluate_function: PermuteBackward...         0.02%      75.715us         0.06%     289.737us       8.048us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            36  
                                       PermuteBackward0         0.01%      61.958us         0.05%     214.022us       5.945us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            36  
autograd::engine::evaluate_function: UnsafeViewBackw...         0.04%     198.396us         0.12%     570.865us       5.947us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            96  
                                    UnsafeViewBackward0         0.02%      97.458us         0.08%     372.469us       3.880us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            96  
      autograd::engine::evaluate_function: BmmBackward0         0.10%     470.497us         3.59%      16.455ms     228.548us       0.000us         0.00%       1.093ms      15.184us           0 b           0 b     -63.69 Mb    -138.37 Mb            72  
                                           BmmBackward0         0.08%     346.078us         3.49%      15.985ms     222.013us       0.000us         0.00%       1.093ms      15.184us           0 b           0 b      74.68 Mb           0 b            72  
autograd::engine::evaluate_function: ExpandBackward0...         0.06%     255.132us         0.07%     309.701us       2.151us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           144  
                                        ExpandBackward0         0.01%      54.569us         0.01%      54.569us       0.379us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           144  
autograd::engine::evaluate_function: SoftmaxBackward...         0.03%     153.645us         0.83%       3.797ms     105.469us       0.000us         0.00%     175.840us       4.884us           0 b           0 b      -4.93 Mb      -9.87 Mb            36  
                                       SoftmaxBackward0         0.02%     112.506us         0.79%       3.643ms     101.202us       0.000us         0.00%     175.840us       4.884us           0 b           0 b       4.93 Mb           0 b            36  
autograd::engine::evaluate_function: ReshapeAliasBac...         0.03%     142.079us         0.07%     316.738us       6.599us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            48  
                                  ReshapeAliasBackward0         0.02%      83.336us         0.04%     174.659us       3.639us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            48  
      autograd::engine::evaluate_function: MulBackward1         0.04%     184.250us         0.86%       3.925ms      54.516us       0.000us         0.00%     215.680us       2.996us           0 b           0 b       4.50 Mb     -53.25 Mb            72  
                                           MulBackward1         0.02%      90.890us         0.82%       3.741ms      51.957us       0.000us         0.00%     215.680us       2.996us           0 b         -40 b      57.75 Mb           0 b            72  
autograd::engine::evaluate_function: SelectBackward0...         0.10%     475.190us         2.77%      12.697ms     132.263us       0.000us         0.00%     873.120us       9.095us           0 b           0 b      -8.38 Mb    -155.38 Mb            96  
                                        SelectBackward0         0.03%     137.253us         2.05%       9.394ms      97.853us       0.000us         0.00%     618.240us       6.440us           0 b           0 b     147.00 Mb           0 b            96  
                                  aten::select_backward         0.08%     348.526us         2.02%       9.257ms      96.423us       0.000us         0.00%     618.240us       6.440us           0 b           0 b     147.00 Mb           0 b            96  
                                            aten::zeros         0.04%     204.839us         1.01%       4.632ms      48.253us       0.000us         0.00%     271.200us       2.825us           0 b           0 b     147.00 Mb           0 b            96  
                                            aten::zero_         0.03%     133.168us         0.94%       4.293ms      44.723us       0.000us         0.00%     271.200us       2.825us           0 b           0 b           0 b           0 b            96  
autograd::engine::evaluate_function: SqueezeBackward...         0.02%      76.366us         0.06%     273.697us       7.603us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            36  
                                       SqueezeBackward1         0.01%      60.344us         0.04%     197.331us       5.481us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            36  
autograd::engine::evaluate_function: UnsqueezeBackwa...         0.02%      71.457us         0.05%     226.157us       6.282us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            36  
                                     UnsqueezeBackward0         0.01%      42.698us         0.03%     154.700us       4.297us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            36  
       autograd::engine::evaluate_function: MmBackward0         0.03%     123.673us         1.64%       7.500ms     312.507us       0.000us         0.00%       1.890ms      78.753us           0 b           0 b      -5.00 Mb     -94.00 Mb            24  
                                            MmBackward0         0.03%     134.182us         1.61%       7.376ms     307.354us       0.000us         0.00%       1.890ms      78.753us           0 b           0 b      89.00 Mb           0 b            24  
autograd::engine::evaluate_function: SplitWithSizesB...         0.02%      99.345us         0.72%       3.291ms     137.123us       0.000us         0.00%     196.240us       8.177us           0 b           0 b      -4.00 Mb     -41.57 Mb            24  
                                SplitWithSizesBackward0         0.01%      57.070us         0.70%       3.192ms     132.983us       0.000us         0.00%     196.240us       8.177us           0 b           0 b      37.57 Mb           0 b            24  
     torch.distributed.ddp.reducer::copy_bucket_to_grad         0.07%     340.221us         3.02%      13.832ms      37.587us       0.000us         0.00%       1.427ms       3.879us           0 b           0 b           0 b           0 b           368  
                                             aten::item         0.04%     199.063us         0.05%     249.487us       0.678us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           368  
                              aten::_local_scalar_dense         0.01%      50.424us         0.01%      50.424us       0.137us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           368  
                            torch_ipex::adam_fused_step         0.11%     520.622us         3.88%      17.813ms      48.404us       0.000us         0.00%       2.886ms       7.843us           0 b           0 b           0 b           0 b           368  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 458.572ms
Self XPU time total: 32.754ms
