-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                        xccl:all_reduce         0.00%       0.000us             0       3.963ms     247.670us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            16  
     autograd::engine::evaluate_function: ReluBackward0         0.01%      86.863us         0.19%       1.383ms      57.629us       0.000us         0.00%     145.280us       6.053us           0 b           0 b     -63.50 Mb    -126.50 Mb            24  
                                          ReluBackward0         0.01%      75.356us         0.18%       1.296ms      54.010us       0.000us         0.00%     145.280us       6.053us           0 b           0 b      63.00 Mb           0 b            24  
autograd::engine::evaluate_function: TransposeBackwa...         0.09%     679.059us         0.48%       3.560ms      13.692us       0.000us         0.00%     190.880us       0.734us           0 b           0 b     -25.50 Mb     -25.62 Mb           260  
                                     TransposeBackward0         0.03%     226.992us         0.11%     820.997us       3.158us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           260  
    autograd::engine::evaluate_function: CloneBackward0         0.02%     154.611us         0.02%     178.954us       2.182us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            82  
                                         CloneBackward0         0.00%      24.343us         0.00%      24.343us       0.297us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            82  
autograd::engine::evaluate_function: PermuteBackward...         0.01%      72.257us         0.04%     272.935us       7.582us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            36  
                                       PermuteBackward0         0.01%      56.118us         0.03%     200.678us       5.574us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            36  
autograd::engine::evaluate_function: UnsafeViewBackw...         0.03%     197.932us         0.08%     565.330us       5.889us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            96  
                                    UnsafeViewBackward0         0.01%      94.361us         0.05%     367.398us       3.827us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            96  
      autograd::engine::evaluate_function: BmmBackward0         0.06%     471.962us         2.14%      15.799ms     219.436us       0.000us         0.00%       1.089ms      15.120us           0 b           0 b     -63.69 Mb    -138.37 Mb            72  
                                           BmmBackward0         0.05%     348.429us         2.08%      15.327ms     212.881us       0.000us         0.00%       1.089ms      15.120us           0 b           0 b      74.68 Mb           0 b            72  
autograd::engine::evaluate_function: ExpandBackward0...         0.03%     254.045us         0.04%     310.963us       2.159us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           144  
                                        ExpandBackward0         0.01%      56.918us         0.01%      56.918us       0.395us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           144  
autograd::engine::evaluate_function: SoftmaxBackward...         0.02%     131.212us         0.50%       3.713ms     103.152us       0.000us         0.00%     178.400us       4.956us           0 b           0 b      -4.93 Mb      -9.87 Mb            36  
                                       SoftmaxBackward0         0.01%     105.157us         0.49%       3.582ms      99.508us       0.000us         0.00%     178.400us       4.956us           0 b           0 b       4.93 Mb           0 b            36  
autograd::engine::evaluate_function: ReshapeAliasBac...         0.02%     140.293us         0.04%     298.726us       6.223us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            48  
                                  ReshapeAliasBackward0         0.01%      70.269us         0.02%     158.433us       3.301us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            48  
      autograd::engine::evaluate_function: MulBackward1         0.02%     180.343us         0.52%       3.860ms      53.613us       0.000us         0.00%     218.880us       3.040us           0 b           0 b       4.50 Mb     -53.25 Mb            72  
                                           MulBackward1         0.01%      91.523us         0.50%       3.680ms      51.108us       0.000us         0.00%     218.880us       3.040us           0 b         -32 b      57.75 Mb           0 b            72  
autograd::engine::evaluate_function: SelectBackward0...         0.06%     460.366us         1.99%      14.655ms     152.656us       0.000us         0.00%     884.960us       9.218us           0 b           0 b      -1.06 Mb    -148.06 Mb            96  
                                        SelectBackward0         0.18%       1.334ms         1.56%      11.490ms     119.684us       0.000us         0.00%     628.800us       6.550us           0 b           0 b     147.00 Mb           0 b            96  
                                  aten::select_backward         0.20%       1.448ms         1.38%      10.156ms     105.791us       0.000us         0.00%     628.800us       6.550us           0 b           0 b     147.00 Mb           0 b            96  
                                            aten::zeros         0.03%     212.982us         0.61%       4.517ms      47.048us       0.000us         0.00%     277.280us       2.888us           0 b           0 b     147.00 Mb           0 b            96  
                                            aten::zero_         0.02%     132.590us         0.57%       4.175ms      43.487us       0.000us         0.00%     277.280us       2.888us           0 b           0 b           0 b           0 b            96  
autograd::engine::evaluate_function: SqueezeBackward...         0.01%      75.209us         0.04%     273.683us       7.602us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            36  
                                       SqueezeBackward1         0.01%      60.124us         0.03%     198.474us       5.513us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            36  
autograd::engine::evaluate_function: UnsqueezeBackwa...         0.01%      67.612us         0.03%     223.770us       6.216us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            36  
                                     UnsqueezeBackward0         0.01%      41.991us         0.02%     156.158us       4.338us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            36  
       autograd::engine::evaluate_function: MmBackward0         0.02%     120.210us         0.96%       7.099ms     295.800us       0.000us         0.00%       1.909ms      79.553us           0 b           0 b      -5.00 Mb     -94.00 Mb            24  
                                            MmBackward0         0.02%     136.324us         0.95%       6.979ms     290.791us       0.000us         0.00%       1.909ms      79.553us           0 b           0 b      89.00 Mb           0 b            24  
autograd::engine::evaluate_function: SplitWithSizesB...         0.01%      94.100us         0.45%       3.303ms     137.626us       0.000us         0.00%     197.440us       8.227us           0 b           0 b      -4.00 Mb     -41.57 Mb            24  
                                SplitWithSizesBackward0         0.01%      57.995us         0.44%       3.209ms     133.705us       0.000us         0.00%     197.440us       8.227us           0 b           0 b      37.57 Mb           0 b            24  
     torch.distributed.ddp.reducer::copy_bucket_to_grad         0.04%     317.836us         1.78%      13.148ms      35.728us       0.000us         0.00%       1.420ms       3.860us           0 b           0 b           0 b           0 b           368  
                                             aten::item         0.03%     219.787us         0.04%     275.353us       0.748us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           368  
                              aten::_local_scalar_dense         0.01%      55.566us         0.01%      55.566us       0.151us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           368  
                            torch_ipex::adam_fused_step         0.07%     549.056us         2.41%      17.806ms      48.387us       0.000us         0.00%       2.944ms       8.000us           0 b           0 b           0 b           0 b           368  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 737.562ms
Self XPU time total: 33.018ms
