-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                        xccl:all_reduce         0.00%       0.000us             0       6.454ms     403.360us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            16  
     autograd::engine::evaluate_function: ReluBackward0         0.01%      83.838us         0.19%       1.381ms      57.556us       0.000us         0.00%     140.320us       5.847us           0 b           0 b     -63.50 Mb    -126.50 Mb            24  
                                          ReluBackward0         0.01%      73.914us         0.18%       1.297ms      54.062us       0.000us         0.00%     140.320us       5.847us           0 b           0 b      63.00 Mb           0 b            24  
autograd::engine::evaluate_function: TransposeBackwa...         0.09%     677.501us         0.48%       3.554ms      13.670us       0.000us         0.00%     177.280us       0.682us           0 b           0 b     -28.12 Mb     -28.25 Mb           260  
                                     TransposeBackward0         0.03%     219.934us         0.11%     819.606us       3.152us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           260  
    autograd::engine::evaluate_function: CloneBackward0         0.02%     155.468us         0.02%     178.787us       2.180us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            82  
                                         CloneBackward0         0.00%      23.319us         0.00%      23.319us       0.284us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            82  
autograd::engine::evaluate_function: PermuteBackward...         0.01%      71.907us         0.04%     280.398us       7.789us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            36  
                                       PermuteBackward0         0.01%      59.553us         0.03%     208.491us       5.791us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            36  
autograd::engine::evaluate_function: UnsafeViewBackw...         0.03%     196.859us         0.08%     571.615us       5.954us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            96  
                                    UnsafeViewBackward0         0.01%      98.062us         0.05%     374.756us       3.904us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            96  
      autograd::engine::evaluate_function: BmmBackward0         0.07%     481.069us         2.12%      15.701ms     218.068us       0.000us         0.00%       1.060ms      14.727us           0 b           0 b     -63.69 Mb    -138.37 Mb            72  
                                           BmmBackward0         0.05%     339.045us         2.06%      15.220ms     211.386us       0.000us         0.00%       1.060ms      14.727us           0 b           0 b      74.68 Mb           0 b            72  
autograd::engine::evaluate_function: ExpandBackward0...         0.03%     254.585us         0.04%     313.303us       2.176us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           144  
                                        ExpandBackward0         0.01%      58.718us         0.01%      58.718us       0.408us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           144  
autograd::engine::evaluate_function: SoftmaxBackward...         0.02%     133.703us         0.51%       3.749ms     104.149us       0.000us         0.00%     165.120us       4.587us           0 b           0 b      -4.93 Mb      -9.87 Mb            36  
                                       SoftmaxBackward0         0.02%     112.551us         0.49%       3.616ms     100.435us       0.000us         0.00%     165.120us       4.587us           0 b           0 b       4.93 Mb           0 b            36  
autograd::engine::evaluate_function: ReshapeAliasBac...         0.02%     140.664us         0.04%     288.820us       6.017us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            48  
                                  ReshapeAliasBackward0         0.01%      68.346us         0.02%     148.156us       3.087us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            48  
      autograd::engine::evaluate_function: MulBackward1         0.02%     178.006us         0.52%       3.823ms      53.091us       0.000us         0.00%     197.600us       2.744us           0 b           0 b       4.50 Mb     -53.25 Mb            72  
                                           MulBackward1         0.01%      94.875us         0.49%       3.645ms      50.619us       0.000us         0.00%     197.600us       2.744us           0 b         -24 b      57.75 Mb           0 b            72  
autograd::engine::evaluate_function: SelectBackward0...         0.06%     447.123us         2.00%      14.822ms     154.400us       0.000us         0.00%     805.600us       8.392us           0 b           0 b       3.50 Mb    -143.50 Mb            96  
                                        SelectBackward0         0.18%       1.346ms         1.57%      11.623ms     121.074us       0.000us         0.00%     569.120us       5.928us           0 b           0 b     147.00 Mb           0 b            96  
                                  aten::select_backward         0.21%       1.555ms         1.39%      10.277ms     107.049us       0.000us         0.00%     569.120us       5.928us           0 b           0 b     147.00 Mb           0 b            96  
                                            aten::zeros         0.03%     212.092us         0.61%       4.533ms      47.216us       0.000us         0.00%     245.440us       2.557us           0 b           0 b     147.00 Mb           0 b            96  
                                            aten::zero_         0.02%     135.377us         0.57%       4.190ms      43.644us       0.000us         0.00%     245.440us       2.557us           0 b           0 b           0 b           0 b            96  
autograd::engine::evaluate_function: SqueezeBackward...         0.01%      74.936us         0.04%     279.114us       7.753us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            36  
                                       SqueezeBackward1         0.01%      60.146us         0.03%     204.178us       5.672us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            36  
autograd::engine::evaluate_function: UnsqueezeBackwa...         0.01%      69.206us         0.03%     224.884us       6.247us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            36  
                                     UnsqueezeBackward0         0.01%      39.656us         0.02%     155.678us       4.324us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b            36  
       autograd::engine::evaluate_function: MmBackward0         0.02%     126.562us         0.95%       7.031ms     292.957us       0.000us         0.00%       1.875ms      78.133us           0 b           0 b      -5.00 Mb     -94.00 Mb            24  
                                            MmBackward0         0.02%     129.239us         0.93%       6.904ms     287.683us       0.000us         0.00%       1.875ms      78.133us           0 b           0 b      89.00 Mb           0 b            24  
autograd::engine::evaluate_function: SplitWithSizesB...         0.01%      95.497us         0.43%       3.197ms     133.224us       0.000us         0.00%     189.520us       7.897us           0 b           0 b      -4.00 Mb     -41.57 Mb            24  
                                SplitWithSizesBackward0         0.01%      61.232us         0.42%       3.102ms     129.245us       0.000us         0.00%     189.520us       7.897us           0 b           0 b      37.57 Mb           0 b            24  
     torch.distributed.ddp.reducer::copy_bucket_to_grad         0.05%     337.685us         1.85%      13.661ms      37.123us       0.000us         0.00%       1.321ms       3.590us           0 b           0 b           0 b           0 b           368  
                                             aten::item         0.03%     226.072us         0.04%     280.661us       0.763us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           368  
                              aten::_local_scalar_dense         0.01%      54.589us         0.01%      54.589us       0.148us       0.000us         0.00%       0.000us       0.000us           0 b           0 b           0 b           0 b           368  
                            torch_ipex::adam_fused_step         0.07%     543.828us         2.40%      17.775ms      48.301us       0.000us         0.00%       2.802ms       7.613us           0 b           0 b           0 b           0 b           368  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 739.771ms
Self XPU time total: 31.876ms
